# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.089898e+00 4.007173e-05 3.612200e+00 8.764892e-01
3.092150e+00 4.946586e-05 3.628569e+00 8.763358e-01
3.102085e+00 4.450435e-05 3.607763e+00 8.757975e-01
3.094984e+00 4.303062e-05 3.628216e+00 8.758327e-01
3.096094e+00 4.077778e-05 3.600613e+00 8.766816e-01
3.096142e+00 4.189524e-05 3.619532e+00 8.766388e-01
3.096597e+00 4.828114e-05 3.587073e+00 8.766121e-01
3.100842e+00 3.934926e-05 3.619429e+00 8.757927e-01
3.095317e+00 4.284883e-05 3.669433e+00 8.757041e-01
3.096196e+00 4.161466e-05 3.706399e+00 8.765473e-01
3.096320e+00 4.088181e-05 3.691562e+00 8.770875e-01
3.095774e+00 4.006548e-05 3.661538e+00 8.766092e-01
3.105631e+00 4.074722e-05 3.688497e+00 8.762357e-01
3.092318e+00 3.999612e-05 3.638897e+00 8.763320e-01
3.098107e+00 4.101175e-05 3.609485e+00 8.763739e-01
3.101631e+00 4.075022e-05 3.673403e+00 8.765120e-01
3.095411e+00 3.951708e-05 3.620536e+00 8.765216e-01
3.093150e+00 3.934938e-05 3.699705e+00 8.762481e-01
3.096170e+00 4.008905e-05 3.630012e+00 8.762291e-01
3.099907e+00 4.053640e-05 3.655836e+00 8.761814e-01
3.093825e+00 3.996986e-05 3.598393e+00 8.756784e-01
3.094910e+00 4.313895e-05 3.596498e+00 8.762977e-01
3.095941e+00 3.955761e-05 3.618482e+00 8.761243e-01
3.104493e+00 4.106175e-05 3.633506e+00 8.765683e-01
3.101210e+00 3.940007e-05 3.630260e+00 8.763463e-01
3.095460e+00 4.108148e-05 3.591194e+00 8.759985e-01
3.097992e+00 3.986546e-05 3.584684e+00 8.762424e-01
3.097364e+00 4.681730e-05 3.598293e+00 8.772085e-01
3.106456e+00 4.684669e-05 3.572676e+00 8.761795e-01
3.095301e+00 3.961526e-05 3.581863e+00 8.763310e-01
3.097869e+00 4.071565e-05 3.595722e+00 8.759528e-01
3.096257e+00 4.450278e-05 3.617754e+00 8.763005e-01
3.088863e+00 3.886734e-05 3.555735e+00 8.757660e-01
3.106045e+00 4.658454e-05 3.606515e+00 8.756041e-01
3.090709e+00 3.997031e-05 3.602941e+00 8.767750e-01
3.096417e+00 4.083644e-05 3.601192e+00 8.762748e-01
3.092775e+00 4.180576e-05 3.588704e+00 8.766054e-01
3.088828e+00 4.314650e-05 3.599813e+00 8.765054e-01
3.099471e+00 4.032155e-05 3.608022e+00 8.762719e-01
3.097667e+00 4.569145e-05 3.572986e+00 8.768036e-01
3.082092e+00 3.943560e-05 3.612850e+00 8.755364e-01
3.097831e+00 4.036663e-05 3.607618e+00 8.765883e-01
3.099657e+00 4.989590e-05 3.650346e+00 8.764768e-01
3.094579e+00 4.056791e-05 3.663404e+00 8.760414e-01
3.104434e+00 4.227384e-05 3.718808e+00 8.767026e-01
3.096479e+00 4.050639e-05 3.593971e+00 8.768531e-01
3.097235e+00 4.334216e-05 3.630889e+00 8.766854e-01
3.091326e+00 4.003737e-05 3.605841e+00 8.757994e-01
3.098473e+00 4.208841e-05 3.602415e+00 8.760966e-01
3.095734e+00 3.900175e-05 3.588950e+00 8.768817e-01
3.088393e+00 3.900600e-05 3.618243e+00 8.761662e-01
3.095658e+00 4.007698e-05 3.633169e+00 8.765311e-01
3.101215e+00 4.118447e-05 3.621372e+00 8.765425e-01
3.094519e+00 3.987957e-05 3.690785e+00 8.764511e-01
3.097367e+00 4.153520e-05 3.684216e+00 8.768636e-01
3.089890e+00 4.027196e-05 3.629864e+00 8.765987e-01
3.096319e+00 3.913641e-05 3.655730e+00 8.755307e-01
3.089810e+00 3.941026e-05 3.689228e+00 8.767026e-01
3.093830e+00 3.941897e-05 3.675040e+00 8.761214e-01
3.103917e+00 4.022013e-05 3.652745e+00 8.764701e-01
3.094004e+00 3.926422e-05 3.641071e+00 8.765082e-01
3.092026e+00 3.875637e-05 3.611833e+00 8.751620e-01
3.093676e+00 3.890919e-05 3.696663e+00 8.768693e-01
3.090566e+00 4.014799e-05 3.626541e+00 8.770427e-01
3.103904e+00 4.043406e-05 3.621249e+00 8.765778e-01
3.090659e+00 3.885085e-05 3.586997e+00 8.752868e-01
3.102833e+00 4.555624e-05 3.607518e+00 8.758070e-01
3.097759e+00 4.356386e-05 3.566960e+00 8.764958e-01
3.091048e+00 3.998012e-05 3.606677e+00 8.765340e-01
3.090679e+00 4.048946e-05 3.651989e+00 8.756927e-01
3.092794e+00 3.976029e-05 3.562957e+00 8.766349e-01
3.098525e+00 4.199287e-05 3.634104e+00 8.764777e-01
3.092781e+00 3.854200e-05 3.598818e+00 8.760271e-01
3.095324e+00 3.962946e-05 3.585193e+00 8.766330e-01
3.087182e+00 3.964278e-05 3.600650e+00 8.758842e-01
3.085754e+00 3.935431e-05 3.612671e+00 8.759337e-01
3.096226e+00 4.080507e-05 3.668588e+00 8.767969e-01
3.100363e+00 4.144033e-05 3.599907e+00 8.764920e-01
3.097189e+00 3.984947e-05 3.614544e+00 8.763501e-01
3.088657e+00 4.061635e-05 3.608255e+00 8.761871e-01
3.093157e+00 4.037815e-05 3.602157e+00 8.762500e-01
3.089834e+00 3.909689e-05 3.637100e+00 8.760709e-01
3.086118e+00 3.989483e-05 3.582192e+00 8.765492e-01
3.093080e+00 4.104488e-05 3.604290e+00 8.762224e-01
3.092939e+00 4.097768e-05 3.592371e+00 8.765930e-01
3.096708e+00 3.981066e-05 3.598243e+00 8.761414e-01
3.096438e+00 3.943106e-05 3.594979e+00 8.758203e-01
3.092707e+00 3.997288e-05 3.607216e+00 8.761366e-01
3.087953e+00 3.942616e-05 3.705595e+00 8.761109e-01
3.083179e+00 3.932880e-05 3.673428e+00 8.761900e-01
3.092531e+00 4.463617e-05 3.592843e+00 8.764158e-01
3.096409e+00 3.962155e-05 3.583023e+00 8.762052e-01
3.086822e+00 3.922898e-05 3.622259e+00 8.761424e-01
3.088949e+00 4.109573e-05 3.623356e+00 8.766435e-01
3.095843e+00 4.307950e-05 3.579187e+00 8.761481e-01
3.096101e+00 3.910975e-05 3.604047e+00 8.766997e-01
3.094864e+00 4.057877e-05 3.619240e+00 8.764215e-01
3.097260e+00 3.905838e-05 3.592736e+00 8.764539e-01
3.098473e+00 4.072903e-05 3.594375e+00 8.761481e-01
3.093295e+00 4.108461e-05 3.570081e+00 8.763282e-01
3.094711e+00 3.976171e-05 3.573861e+00 8.763977e-01
3.095002e+00 4.353040e-05 3.587370e+00 8.762186e-01
3.102959e+00 6.479363e-05 3.601575e+00 8.765387e-01
3.103185e+00 4.087941e-05 3.610618e+00 8.757536e-01
3.101099e+00 4.049001e-05 3.599778e+00 8.765444e-01
3.087155e+00 3.884120e-05 3.620558e+00 8.760223e-01
3.093215e+00 3.937078e-05 3.595603e+00 8.759013e-01
3.082537e+00 3.883985e-05 3.579178e+00 8.763377e-01
3.093188e+00 4.062728e-05 3.622831e+00 8.768179e-01
3.097474e+00 4.313289e-05 3.584023e+00 8.763282e-01
3.102984e+00 4.076232e-05 3.605187e+00 8.762005e-01
3.097352e+00 4.052766e-05 3.564654e+00 8.761919e-01
3.095646e+00 3.949796e-05 3.641555e+00 8.755640e-01
3.092640e+00 4.244510e-05 3.600943e+00 8.765416e-01
3.090405e+00 3.901595e-05 3.612555e+00 8.770675e-01
3.095313e+00 4.552548e-05 3.591016e+00 8.760080e-01
3.093462e+00 4.374819e-05 3.564304e+00 8.767455e-01
3.095533e+00 4.081610e-05 3.601258e+00 8.760614e-01
3.103572e+00 4.243635e-05 3.585852e+00 8.763891e-01
3.095186e+00 3.985355e-05 3.604721e+00 8.760261e-01
3.093593e+00 3.912904e-05 3.587715e+00 8.765654e-01
3.095607e+00 4.156194e-05 3.604216e+00 8.763939e-01
3.095534e+00 4.034007e-05 3.603598e+00 8.758118e-01
3.092630e+00 4.192509e-05 3.609045e+00 8.765082e-01
3.089822e+00 3.865771e-05 3.594834e+00 8.769208e-01
3.088817e+00 3.920054e-05 3.590527e+00 8.761347e-01
3.085655e+00 3.920907e-05 3.609818e+00 8.765139e-01
3.091948e+00 4.238217e-05 3.588447e+00 8.763434e-01
3.094089e+00 4.252775e-05 3.611258e+00 8.766245e-01
3.100210e+00 4.022753e-05 3.616546e+00 8.760966e-01
3.101219e+00 4.274605e-05 3.587574e+00 8.761567e-01
3.094697e+00 3.922018e-05 3.592103e+00 8.765139e-01
3.094048e+00 4.101975e-05 3.594594e+00 8.757136e-01
3.098856e+00 4.046741e-05 3.580034e+00 8.765511e-01
3.094223e+00 4.011343e-05 3.586477e+00 8.757165e-01
3.095330e+00 4.550853e-05 3.612099e+00 8.759499e-01
3.097657e+00 4.139293e-05 3.585404e+00 8.758337e-01
3.094568e+00 4.032512e-05 3.592878e+00 8.757022e-01
3.090061e+00 4.158948e-05 3.579573e+00 8.760318e-01
3.090889e+00 4.038194e-05 3.609030e+00 8.762243e-01
3.103981e+00 4.187534e-05 3.607250e+00 8.765416e-01
3.092640e+00 3.957856e-05 3.614329e+00 8.757937e-01
3.097600e+00 4.008203e-05 3.587113e+00 8.755002e-01
3.097235e+00 4.035443e-05 3.602142e+00 8.759413e-01
3.102113e+00 5.198586e-05 3.607932e+00 8.758775e-01
3.098157e+00 3.976978e-05 3.617646e+00 8.754907e-01
3.095621e+00 3.934655e-05 3.602699e+00 8.760938e-01
3.098562e+00 3.978487e-05 3.581388e+00 8.758470e-01
3.094542e+00 4.165429e-05 3.577000e+00 8.767121e-01
3.091440e+00 3.951950e-05 3.572491e+00 8.760261e-01
3.100704e+00 5.256867e-05 3.665544e+00 8.763234e-01
3.089462e+00 3.926649e-05 3.603986e+00 8.760461e-01
3.092022e+00 3.908909e-05 3.599111e+00 8.766397e-01
3.097659e+00 4.476825e-05 3.595964e+00 8.759309e-01
3.088719e+00 3.904463e-05 3.584084e+00 8.767093e-01
3.092340e+00 3.931143e-05 3.614634e+00 8.759251e-01
3.087406e+00 3.961688e-05 3.573690e+00 8.766045e-01
3.096384e+00 4.248267e-05 3.619689e+00 8.766721e-01
3.091477e+00 3.850420e-05 3.574147e+00 8.755736e-01
3.096427e+00 3.982032e-05 3.588292e+00 8.759747e-01
3.093569e+00 3.977364e-05 3.599134e+00 8.762748e-01
3.086454e+00 3.954885e-05 3.594572e+00 8.756269e-01
3.098084e+00 4.342494e-05 3.615115e+00 8.761614e-01
3.088336e+00 3.977820e-05 3.618198e+00 8.767436e-01
3.090082e+00 3.921544e-05 3.597042e+00 8.765320e-01
3.092252e+00 3.920967e-05 3.611469e+00 8.752115e-01
3.089418e+00 3.876337e-05 3.593316e+00 8.758823e-01
3.088354e+00 4.071732e-05 3.638181e+00 8.769303e-01
3.096418e+00 4.212161e-05 3.623943e+00 8.757165e-01
3.094539e+00 4.164748e-05 3.580178e+00 8.760976e-01
3.093058e+00 4.018589e-05 3.571680e+00 8.758051e-01
3.094450e+00 4.012343e-05 3.580835e+00 8.760747e-01
3.098387e+00 4.144919e-05 3.596129e+00 8.764654e-01
3.092052e+00 4.050562e-05 3.587442e+00 8.753135e-01
3.096988e+00 4.049404e-05 3.616494e+00 8.761147e-01
3.095707e+00 4.065118e-05 3.644289e+00 8.762272e-01
3.091355e+00 4.149163e-05 3.701549e+00 8.758070e-01
3.100749e+00 4.401857e-05 3.701596e+00 8.758346e-01
3.093836e+00 4.066569e-05 3.675604e+00 8.762596e-01
3.089663e+00 4.133729e-05 3.711004e+00 8.765911e-01
3.090857e+00 3.962809e-05 3.677301e+00 8.758746e-01
3.092469e+00 4.208841e-05 3.640540e+00 8.761119e-01
3.103163e+00 4.293627e-05 3.652243e+00 8.764053e-01
3.092147e+00 3.990163e-05 3.616355e+00 8.760318e-01
3.087274e+00 3.930151e-05 3.583500e+00 8.760614e-01
3.091636e+00 3.893138e-05 3.635453e+00 8.758565e-01
3.092653e+00 4.175312e-05 3.578975e+00 8.760833e-01
3.093342e+00 4.224353e-05 3.598081e+00 8.760480e-01
3.095562e+00 4.078720e-05 3.605240e+00 8.760338e-01
3.095311e+00 4.162935e-05 3.623459e+00 8.751639e-01
3.093861e+00 3.923704e-05 3.604413e+00 8.755793e-01
3.090585e+00 4.048683e-05 3.578762e+00 8.764225e-01
3.094554e+00 4.298184e-05 3.574269e+00 8.759404e-01
3.092098e+00 4.113611e-05 3.580626e+00 8.762815e-01
3.096382e+00 4.018057e-05 3.605754e+00 8.764425e-01
3.091542e+00 3.968628e-05 3.633036e+00 8.756688e-01
3.092835e+00 3.961234e-05 3.601443e+00 8.756441e-01
3.096861e+00 4.019007e-05 3.601355e+00 8.764263e-01
3.091581e+00 4.335319e-05 3.602491e+00 8.765292e-01
3.098273e+00 4.168403e-05 3.612361e+00 8.759947e-01
3.088748e+00 4.060819e-05 3.645548e+00 8.761252e-01
3.094336e+00 4.056847e-05 3.622360e+00 8.756993e-01
3.100528e+00 5.069451e-05 3.646485e+00 8.765159e-01
3.098911e+00 4.251134e-05 3.608436e+00 8.760776e-01
3.096118e+00 4.172242e-05 3.638827e+00 8.762977e-01
3.087151e+00 3.944814e-05 3.584527e+00 8.766559e-01
3.096971e+00 5.078608e-05 3.606581e+00 8.762148e-01
3.090369e+00 3.954448e-05 3.679334e+00 8.757946e-01
3.098669e+00 4.509326e-05 3.650379e+00 8.750867e-01
3.091620e+00 4.019126e-05 3.625243e+00 8.764720e-01
3.094675e+00 4.059988e-05 3.617028e+00 8.766826e-01
3.103616e+00 4.570036e-05 3.592187e+00 8.761157e-01
3.097926e+00 4.709034e-05 3.615343e+00 8.767112e-01
3.098735e+00 3.966087e-05 3.659801e+00 8.757022e-01
3.094075e+00 3.948283e-05 4.109743e+00 8.759156e-01
3.090825e+00 4.525038e-05 3.814708e+00 8.752458e-01
3.091561e+00 3.935819e-05 3.781432e+00 8.766464e-01
3.090863e+00 4.287226e-05 3.745861e+00 8.756298e-01
3.095513e+00 3.951290e-05 3.680984e+00 8.752058e-01
3.089471e+00 3.926086e-05 3.761224e+00 8.762262e-01
3.087945e+00 3.926615e-05 3.737741e+00 8.760328e-01
3.089944e+00 4.015032e-05 3.911564e+00 8.761366e-01
3.095726e+00 4.397472e-05 3.620570e+00 8.763081e-01
3.096426e+00 5.801358e-05 3.892536e+00 8.757994e-01
3.092063e+00 3.905711e-05 3.884943e+00 8.764149e-01
3.105119e+00 4.857048e-05 3.927197e+00 8.763720e-01
3.099416e+00 4.109539e-05 3.926778e+00 8.761119e-01
3.096228e+00 4.280760e-05 3.924041e+00 8.756269e-01
3.092554e+00 4.032071e-05 4.172774e+00 8.765797e-01
3.092850e+00 4.341481e-05 4.001298e+00 8.757984e-01
3.095360e+00 3.965405e-05 3.922675e+00 8.754964e-01
3.096104e+00 4.060518e-05 4.049922e+00 8.762472e-01
3.090216e+00 3.899013e-05 4.152895e+00 8.753392e-01
3.099457e+00 3.949938e-05 3.798597e+00 8.762176e-01
3.097729e+00 4.110110e-05 3.858230e+00 8.759490e-01
3.087939e+00 3.857292e-05 3.896935e+00 8.756812e-01
3.095250e+00 4.183324e-05 3.978951e+00 8.760690e-01
3.091876e+00 4.311635e-05 3.824636e+00 8.758870e-01
3.086300e+00 3.936749e-05 3.840437e+00 8.758746e-01
3.083587e+00 4.022172e-05 3.750008e+00 8.759251e-01
3.091865e+00 4.047524e-05 3.740588e+00 8.765902e-01
3.092563e+00 4.183690e-05 3.678973e+00 8.759385e-01
3.094525e+00 5.101941e-05 3.923929e+00 8.758603e-01
3.089738e+00 3.960938e-05 3.927429e+00 8.761986e-01
3.090769e+00 3.982713e-05 3.868191e+00 8.760976e-01
3.099186e+00 3.899674e-05 3.778522e+00 8.757594e-01
3.096265e+00 4.101167e-05 4.065097e+00 8.752792e-01
3.093937e+00 4.056528e-05 3.962247e+00 8.762843e-01
3.084077e+00 3.986740e-05 3.952869e+00 8.761976e-01
3.088656e+00 4.271964e-05 3.934598e+00 8.765149e-01
3.096565e+00 4.103560e-05 3.965115e+00 8.756736e-01
3.094042e+00 3.991513e-05 3.898358e+00 8.760290e-01
3.098859e+00 1.367404e-04 3.979001e+00 8.759537e-01
3.098439e+00 4.752574e-05 3.883006e+00 8.763329e-01
3.090868e+00 4.096995e-05 3.956104e+00 8.755574e-01
3.102738e+00 4.102058e-05 4.037960e+00 8.758775e-01
3.090684e+00 4.004532e-05 3.825619e+00 8.761690e-01
3.094915e+00 3.911664e-05 4.019785e+00 8.763405e-01
3.093678e+00 4.062592e-05 3.923704e+00 8.762386e-01
3.094499e+00 4.163069e-05 3.951271e+00 8.762262e-01
3.089010e+00 3.995502e-05 3.908091e+00 8.762043e-01
3.106178e+00 1.519144e-04 4.030732e+00 8.758575e-01
3.099300e+00 4.673551e-05 3.891305e+00 8.755583e-01
3.087158e+00 3.873601e-05 3.829656e+00 8.761357e-01
3.090227e+00 4.012372e-05 3.732637e+00 8.761805e-01
3.087675e+00 4.239760e-05 3.614851e+00 8.760776e-01
3.099234e+00 4.137352e-05 3.615474e+00 8.758851e-01
3.094624e+00 3.975332e-05 3.584031e+00 8.759537e-01
3.094752e+00 3.910048e-05 3.617142e+00 8.760176e-01
